Hole      Core-Sec.-Int.     Depth      Bio.sil.     Age
BDP-96-2     33   1  29      68.73        8.9     1604.4
BDP-96-2     33   1  31      68.75       10.7     1605.2
BDP-96-2     33   1  33      68.77       10.9     1606.0
BDP-96-2     33   1  35      68.79       12.8     1606.8
BDP-96-2     33   1  37      68.81       13.0     1607.6
BDP-96-2     33   1  39      68.83       13.8     1608.4
BDP-96-2     33   1  41      68.85       11.6     1609.2
BDP-96-2     33   1  43      68.87        6.3     1610.0
BDP-96-2     33   1  45      68.89        7.3     1610.8
BDP-96-2     33   1  47      68.91        5.5     1611.6
BDP-96-2     33   1  49      68.93        5.7     1612.4
BDP-96-2     33   1  51      68.95        5.1     1613.2
BDP-96-2     33   1  53      68.97        5.1     1614.0
BDP-96-2     33   1  55      68.99        5.1     1614.8
BDP-96-2     33   1  57      69.01        4.5     1615.6
BDP-96-2     33   1  59      69.03        4.6     1616.4
BDP-96-2     33   1  61      69.05        4.6     1617.2
BDP-96-2     33   1  63      69.07        4.9     1618.0
BDP-96-2     33   1  65      69.09        4.6     1618.8
BDP-96-2     33   1  67      69.11        5.0     1619.6
BDP-96-2     33   1  69      69.13        5.0     1620.4
BDP-96-2     33   1  71      69.15        4.9     1621.2
BDP-96-2     33   1  73      69.17        4.6     1621.9
BDP-96-2     33   1  75      69.19        4.6     1622.7
BDP-96-2     33   1  77      69.21        4.9     1623.5
BDP-96-2     33   1  79      69.23        4.9     1624.3
BDP-96-2     33   1  81      69.25        5.2     1625.1
BDP-96-2     33   1  83      69.27        5.5     1625.9
BDP-96-2     33   1  85      69.29        5.5     1626.7
BDP-96-2     33   1  87      69.31        5.4     1627.5
BDP-96-2     33   1  89      69.33        5.3     1628.3
BDP-96-2     33   1  91      69.35        6.6     1629.1
BDP-96-2     33   1  93      69.37        6.8     1629.9
BDP-96-2     33   1  95      69.39        8.3     1630.7
BDP-96-2     33   1  97      69.41       10.4     1631.5
BDP-96-2     33   1  99      69.43       12.8     1632.3
BDP-96-2     33   1 101      69.45       14.8     1633.1
BDP-96-2     33   1 103      69.47       14.6     1633.9
BDP-96-2     33   1 105      69.49       19.3     1634.7
BDP-96-2     33   1 107      69.51       19.6     1635.5
BDP-96-2     33   1 109      69.53       18.2     1636.3
BDP-96-2     33   1 111      69.55       17.5     1637.1
BDP-96-2     33   1 113      69.57       19.1     1637.9
BDP-96-2     33   1 115      69.59       19.3     1638.7
BDP-96-2     33   1 117      69.61       20.5     1639.5
BDP-96-2     33   1 119      69.63       17.5     1640.3
BDP-96-2     33   1 121      69.65       18.2     1641.0
BDP-96-2     33   1 123      69.67       14.6     1641.8
BDP-96-2     33   1 125      69.69       14.0     1642.6
BDP-96-2     33   1 127      69.71       15.0     1643.4
BDP-96-2     33   2   1      69.74       14.8     1644.5
BDP-96-2     33   2   3      69.76       12.4     1645.3
BDP-96-2     33   2   5      69.78       11.8     1646.1
BDP-96-2     33   2   7       69.8       15.4     1646.9
BDP-96-2     33   2   9      69.82       15.0     1647.7
BDP-96-2     33   2  11      69.84       15.8     1648.4
BDP-96-2     33   2  13      69.86       16.6     1649.2
BDP-96-2     33   2  15      69.88       16.0     1650.0
BDP-96-2     33   2  17       69.9       12.4     1650.8
BDP-96-2     33   2  19      69.92        6.7     1651.6
BDP-96-1     30   1  70      69.94        7.8     1652.3
BDP-96-1     30   1  72      69.96        8.3     1653.1
BDP-96-1     30   1  74      69.98       10.9     1653.9
BDP-96-1     30   1  76         70       12.5     1654.7
BDP-96-1     30   1  78      70.02       14.0     1655.5
BDP-96-1     30   1  80      70.04       15.0     1656.2
BDP-96-1     30   1  82      70.06       14.8     1657.0
BDP-96-1     30   1  86       70.1       14.6     1658.6
BDP-96-1     30   1  88      70.12       15.3     1659.4
BDP-96-1     30   1  90      70.14       16.0     1660.2
BDP-96-1     30   1  92      70.16       14.6     1660.6
BDP-96-1     30   1  94      70.18       12.1     1661.1
BDP-96-1     30   1  96       70.2       11.1     1661.6
BDP-96-1     30   1  98      70.22       11.1     1662.1
BDP-96-1     30   1 100      70.24        7.2     1662.6
BDP-96-1     30   1 102      70.26        6.6     1663.1
BDP-96-1     30   1 104      70.28        6.3     1663.6
BDP-96-1     30   1 106       70.3        5.6     1664.1
BDP-96-2     34   1  39      70.32        8.6     1664.6
BDP-96-2     34   1  41      70.34        8.9     1665.1
BDP-96-2     34   1  43      70.36        9.3     1665.6
BDP-96-2     34   1  45      70.38       10.2     1666.1
BDP-96-2     34   1  47       70.4       10.7     1666.6
BDP-96-2     34   1  49      70.42        9.5     1667.1
BDP-96-2     34   1  51      70.44       11.6     1667.6
BDP-96-2     34   1  53      70.46       11.3     1668.1
BDP-96-2     34   1  55      70.48       11.6     1668.6
BDP-96-2     34   1  57       70.5       13.5     1669.1
BDP-96-2     34   1  59      70.52       14.8     1669.6
BDP-96-2     34   1  61      70.54       14.5     1670.1
BDP-96-2     34   1  63      70.56       15.0     1670.6
BDP-96-2     34   1  65      70.58       16.5     1671.1
BDP-96-2     34   1  69      70.62       17.6     1672.1
BDP-96-2     34   1  71      70.64       13.1     1672.6
BDP-96-2     34   1  73      70.66       13.5     1673.1
BDP-96-2     34   1  75      70.68       13.4     1673.6
BDP-96-2     34   1  77       70.7       12.5     1674.0
BDP-96-2     34   1  79      70.72       14.7     1674.5
BDP-96-2     34   1  81      70.74       14.3     1675.0
BDP-96-2     34   1  83      70.76       12.6     1675.5
BDP-96-2     34   1  85      70.78       15.1     1676.0
BDP-96-2     34   1  87       70.8       12.2     1676.5
BDP-96-2     34   1  89      70.82       12.0     1677.0
BDP-96-2     34   1  91      70.84       11.6     1677.5
BDP-96-2     34   1  93      70.86       11.8     1678.0
BDP-96-2     34   1  95      70.88       13.4     1678.5
BDP-96-2     34   1  97       70.9       13.6     1679.0
BDP-96-2     34   1  99      70.92       11.4     1679.5
BDP-96-2     34   1 101      70.94       12.3     1680.0
BDP-96-2     34   1 103      70.96       12.8     1680.5
BDP-96-2     34   1 105      70.98        8.9     1681.1
BDP-96-2     34   1 107         71        7.1     1681.7
BDP-96-2     34   1 109      71.02        7.4     1682.3
BDP-96-2     34   1 111      71.04        5.8     1682.9
BDP-96-2     34   1 113      71.06        6.0     1683.5
BDP-96-2     34   1 115      71.08        6.0     1684.0
BDP-96-2     34   1 117       71.1        6.5     1684.6
BDP-96-2     34   1 119      71.12        6.8     1685.2
BDP-96-2     34   1 121      71.14       13.0     1685.8
BDP-96-2     34   1 123      71.16        8.6     1686.4
BDP-96-2     34   1 125      71.18        7.3     1687.0
BDP-96-2     34   1 127       71.2        6.2     1687.6
BDP-96-2     34   1 129      71.22       19.2     1688.2
BDP-96-2     34   1 131      71.24       19.5     1688.8
BDP-96-2     34   1 133      71.26       22.5     1689.4
BDP-96-2     34   1 135      71.28       19.6     1690.0
BDP-96-2     34   1 137       71.3       23.4     1690.5
BDP-96-2     34   1 139      71.32       22.2     1691.1
BDP-96-2     34   1 141      71.34       24.9     1691.7
BDP-96-2     34   1 143      71.36       24.3     1692.3
BDP-96-2     34   1 145      71.38       22.1     1692.9
BDP-96-2     34   1 147       71.4       21.6     1693.5
BDP-96-2     34   1 149      71.42       17.2     1694.2
BDP-96-2     34   1 151      71.44       16.0     1694.8
BDP-96-2     34   1 153      71.46       18.2     1695.4
BDP-96-2     34   1 155      71.48       14.5     1696.0
BDP-96-2     34   1 157       71.5       20.8     1696.6
BDP-96-2     34   1 159      71.52       26.1     1697.2
BDP-96-2     34   2   1      71.54       25.1     1697.8
BDP-96-2     34   2   3      71.56       22.4     1698.4
BDP-96-2     34   2   5      71.58       20.3     1699.0
BDP-96-2     34   2   7       71.6       17.6     1699.6
BDP-96-2     34   2   9      71.62       16.8     1700.2
BDP-96-2     34   2  11      71.64       13.6     1700.8
BDP-96-2     34   2  13      71.66       11.8     1701.4
BDP-96-2     34   2  15      71.68        9.5     1702.0
BDP-96-2     34   2  17       71.7        6.0     1702.6
BDP-96-2     34   2  19      71.72        5.2     1703.2
BDP-96-2     34   2  21      71.74        5.4     1703.8
BDP-96-2     34   2  23      71.76        5.5     1704.4
BDP-96-1     31   1  31      71.77        4.7     1704.7
BDP-96-1     31   1  33      71.79        4.7     1705.4
BDP-96-1     31   1  37      71.83        5.2     1706.6
BDP-96-1     31   1  39      71.85        4.8     1707.2
BDP-96-1     31   1  42      71.88        4.5     1708.1
BDP-96-1     31   1  45      71.91        5.2     1709.0
BDP-96-2     35   1   1      71.95        4.0     1710.2
BDP-96-2     35   1   3      71.97        3.7     1710.8
BDP-96-2     35   1   5      71.99        3.8     1711.4
BDP-96-2     35   1   7      72.01        3.6     1712.0
BDP-96-2     35   1   9      72.03        3.2     1712.6
BDP-96-2     35   1  11      72.05        3.2     1713.2
BDP-96-2     35   1  13      72.07        3.4     1713.8
BDP-96-2     35   1  15      72.09        3.4     1714.4
BDP-96-2     35   1  17      72.11        3.5     1715.0
BDP-96-2     35   1  19      72.13        3.2     1715.6
BDP-96-2     35   1  21      72.15        3.7     1716.3
BDP-96-2     35   1  23      72.17        3.5     1716.9
BDP-96-2     35   1  25      72.19        3.3     1717.5
BDP-96-2     35   1  27      72.21        3.7     1718.1
BDP-96-2     35   1  29      72.23        3.5     1718.7
BDP-96-2     35   1  31      72.25        3.2     1719.3
BDP-96-2     35   1  33      72.27        3.5     1719.9
BDP-96-2     35   1  35      72.29        3.5     1720.5
BDP-96-2     35   1  37      72.31        3.4     1721.1
BDP-96-2     35   1  39      72.33        3.4     1721.7
BDP-96-2     35   1  41      72.35        3.8     1722.3
BDP-96-2     35   1  43      72.37        3.5     1722.9
BDP-96-2     35   1  45      72.39        3.4     1723.5
BDP-96-2     35   1  47      72.41        3.3     1724.1
BDP-96-2     35   1  49      72.43        3.3     1724.7
BDP-96-2     35   1  51      72.45        3.3     1725.3
BDP-96-2     35   1  53      72.47        3.2     1725.9
BDP-96-2     35   1  55      72.49        3.4     1726.5
BDP-96-2     35   1  57      72.51        3.4     1727.1
BDP-96-2     35   1  59      72.53        4.0     1727.8
BDP-96-2     35   1  61      72.55        4.5     1728.4
BDP-96-2     35   1  63      72.57        5.6     1729.0
BDP-96-2     35   1  65      72.59        7.5     1729.6
BDP-96-2     35   1  67      72.61       10.0     1730.2
BDP-96-2     35   1  69      72.63       10.8     1730.8
BDP-96-2     35   1  71      72.65        9.1     1731.4
BDP-96-2     35   1  73      72.67        8.4     1732.0
BDP-96-2     35   1  75      72.69        7.6     1732.6
BDP-96-2     35   1  77      72.71        7.0     1733.2
BDP-96-2     35   1  79      72.73       10.2     1733.8
BDP-96-2     35   1  81      72.75        9.3     1734.2
BDP-96-2     35   1  83      72.77        8.9     1734.6
BDP-96-2     35   1  85      72.79        6.8     1735.0
BDP-96-2     35   1  87      72.81        5.0     1735.3
BDP-96-2     35   1  89      72.83        4.4     1735.7
BDP-96-2     35   1  91      72.85        4.7     1736.1
BDP-96-2     35   1  93      72.87        5.3     1736.5
BDP-96-2     35   1  95      72.89        5.8     1736.9
BDP-96-2     35   1  97      72.91        6.1     1737.3
BDP-96-2     35   1  99      72.93        5.0     1737.6
BDP-96-2     35   1 101      72.95        4.5     1738.0
BDP-96-2     35   1 103      72.97        3.7     1738.4
BDP-96-2     35   1 105      72.99        4.0     1738.8
BDP-96-2     35   1 107      73.01        3.9     1739.2
BDP-96-2     35   1 109      73.03        4.5     1739.5
BDP-96-2     35   1 111      73.05        3.8     1739.9
BDP-96-2     35   1 113      73.07        3.8     1740.3
BDP-96-2     35   1 115      73.09        3.9     1740.7
BDP-96-2     35   1 117      73.11        4.0     1741.1
BDP-96-2     35   1 119      73.13        3.0     1741.5
BDP-96-2     35   1 121      73.15        4.3     1741.8
BDP-96-2     35   1 123      73.17        4.6     1742.2
BDP-96-2     35   1 125      73.19        4.2     1742.6
BDP-96-2     35   1 127      73.21        4.1     1743.0
BDP-96-2     35   1 129      73.23        4.2     1743.4
BDP-96-2     35   1 131      73.25        3.4     1743.8
BDP-96-2     35   1 133      73.27        3.1     1744.1
BDP-96-2     35   1 135      73.29        3.4     1744.5
BDP-96-2     35   1 137      73.31        3.5     1744.9
BDP-96-2     35   1 139      73.33        3.5     1745.3
BDP-96-2     35   1 141      73.35        3.4     1745.7
BDP-96-2     35   1 143      73.37        3.4     1746.0
BDP-96-2     35   1 145      73.39        3.4     1746.4
BDP-96-2     35   1 147      73.41        3.5     1746.8
BDP-96-2     35   1 149      73.43        3.4     1747.2
BDP-96-2     35   1 151      73.45        3.2     1747.6
BDP-96-2     35   1 153      73.47        3.1     1748.0
BDP-96-2     35   1 155      73.49        3.5     1748.3
BDP-96-2     35   1 157      73.51        3.4     1748.7
BDP-96-2     35   1 159      73.53        3.4     1749.1
BDP-96-2     35   1 161      73.55        3.6     1749.5
BDP-96-2     35   1 163      73.57        3.2     1749.9
BDP-96-2     35   1 165      73.59        3.4     1750.3
BDP-96-2     35   1 167      73.61        3.5     1750.6
BDP-96-2     35   1 169      73.63        3.8     1751.0
BDP-96-2     35   1 171      73.65        3.5     1751.4
BDP-96-2     35   1 173      73.67        3.8     1751.8
BDP-96-2     35   1 175      73.69        4.1     1752.2
BDP-96-2     35   1 177      73.71        4.0     1752.6
BDP-96-2     35   1 179      73.73        5.8     1752.9
BDP-96-2     35   1 181      73.75        7.1     1753.3
BDP-96-2     35   1 183      73.77        8.7     1753.7
BDP-96-2     35   1 185      73.79       11.7     1754.1
BDP-96-2     35   1 187      73.81       12.5     1754.5
BDP-96-2     35   1 189      73.83       16.3     1754.8
BDP-96-2     35   1 191      73.85       10.0     1755.4
BDP-96-2     35   1 193      73.87       10.5     1756.0
BDP-96-2     35   1 195      73.89       12.7     1756.5
BDP-96-2     35   1 197      73.91       10.4     1757.1
BDP-96-2     35   1 199      73.93        9.9     1757.6
BDP-96-2     35   1 201      73.95       10.7     1758.2
BDP-96-2     35   1 203      73.97        8.5     1758.8
BDP-96-2     35   1 205      73.99        7.2     1759.3
